"","x"
"1",9.77296200923369
"2",8.20479027003101
"3",8.70297140031908
"4",8.89874371375005
"5",10.2906347645337
"6",7.96124101601843
"7",7.59080307480295
"8",9.40709316094981
"9",7.80029011676725
"10",8.17703157339088
"11",7.06509991105968
"12",6.88202392062632
"13",6.39934706006479
"14",7.48900719579407
"15",8.52910945326383
"16",8.87874487389424
"17",10.9054080596063
"18",9.88333654155416
"19",12.2427500401135
"20",11.0636648372945
"21",10.1882283752762
"22",11.7823623679741
"23",10.2032696503843
"24",10.7704863407873
"25",11.1178612099641
"26",10.2127370758336
"27",8.074071428107
"28",9.12332445627903
"29",8.80765842702813
"30",8.26827170001664
"31",8.99943384360196
"32",9.58066039663213
"33",9.41973542757241
"34",8.07685949504195
"35",7.41677688959675
"36",8.33980387880196
"37",8.46789300391216
"38",9.2938405340818
"39",8.58378794571289
"40",9.38207968758867
"41",8.42418402275803
"42",9.65358876835114
"43",11.1283830814823
"44",10.2429451543335
"45",9.29127058347653
"46",9.34599256500769
"47",9.4882604251949
"48",8.21577476996259
"49",10.4957557998915
"50",8.85164573336472
"51",9.2880289801239
"52",8.41520218648803
"53",7.67266429951483
"54",9.50137783754327
"55",9.6461627138902
"56",9.3858477086698
"57",8.97876880237783
"58",7.19966866602686
"59",9.02887708847931
"60",8.8094581289234
"61",7.9704773795994
"62",9.28108963852627
"63",7.64637549862437
"64",7.68844114417273
"65",8.85675650455547
"66",9.7766848535361
"67",9.36602916214616
"68",9.58489323277074
"69",10.4008369444567
"70",10.1323821123206
"71",10.0243565952364
"72",9.39188102648624
"73",8.83295350482505
"74",8.78615265449157
"75",7.082082672644
"76",8.03793539787186
"77",8.88572421397233
"78",8.90756756253876
"79",8.74420715713203
"80",7.95784392601511
"81",8.77470438022888
"82",8.85238929063819
"83",6.4804204832143
"84",7.43987477222118
"85",8.60761919770584
"86",9.27876125505182
"87",9.23410457375808
"88",8.21360467217165
"89",9.15491523178359
"90",7.30327410057329
"91",10.1553592202195
"92",10.0091240506782
"93",11.4497487205921
"94",10.8109977468466
"95",8.8931450774547
"96",10.3625157300358
"97",9.64794378600909
"98",8.1639147403778
"99",6.87298359722778
"100",10.4350731563147
"101",10.0768898973205
"102",11.2186972229891
"103",10.9276349960729
"104",11.7228563790026
"105",13.5005481154824
"106",11.8492245091747
"107",12.1662412171025
"108",11.6498421162836
"109",9.18700697917007
"110",10.4360554511385
"111",9.64966724230922
"112",10.2682427216472
"113",9.73248393784326
"114",10.0004816516588
"115",9.68520512296398
"116",8.96524865269711
"117",10.1609741593311
"118",7.19057362301723
"119",7.67800316056749
"120",8.72337830206412
"121",7.60846032150135
"122",8.39110036479397
"123",9.06505784902453
"124",9.15112652901436
"125",10.8653036135457
"126",9.60871244333699
"127",9.72060211757925
"128",8.52800561508023
"129",9.9791663999917
"130",8.78383238440221
"131",8.69444410135642
"132",8.48632015885954
"133",9.7441720844387
"134",8.48219171064044
"135",8.79013074619173
"136",9.91930017722612
"137",10.0730959171071
"138",10.1795467786106
"139",11.0597877621787
"140",10.2261609448337
"141",9.59765655783687
"142",8.14625423237012
"143",10.9467968132674
"144",12.7693871507023
"145",13.6374323608955
"146",13.1913769897953
"147",12.2435248580792
"148",11.2705883929621
"149",11.9317179142625
"150",10.2609318641517
"151",11.445496856777
"152",11.1558998104217
"153",12.3616530642818
"154",10.944302122362
"155",11.2056389664309
"156",9.79907126426804
"157",9.07728242144109
"158",9.77274012355565
"159",10.6471690967181
"160",11.0043216532229
"161",10.3770819746264
"162",11.8745854860231
"163",11.2429953013324
"164",11.2744173944071
"165",11.0328485107145
"166",9.57501835731884
"167",10.0842151479872
"168",11.1763810214204
"169",10.0435409743022
"170",10.5939284496357
"171",8.76887226330262
"172",9.26309211450442
"173",9.90018598723445
"174",9.56385619349782
"175",10.3437838671602
"176",10.3548584434768
"177",8.90293577542797
"178",8.67355064183865
"179",8.70975454496894
"180",8.42343694657507
"181",8.85043200206272
"182",8.18585226628209
"183",9.30161199240779
"184",9.27587644080386
"185",8.85234987930552
"186",10.6254970179718
"187",10.4178199599764
"188",10.3369030772773
"189",11.3489686601785
"190",11.905135603568
"191",11.3231478760436
"192",10.6508485702497
"193",10.1789845215743
"194",9.30608069295447
"195",9.14844415984042
"196",9.55680051867252
"197",11.3358267970044
"198",10.5350819465747
"199",11.0795487259897
"200",12.5641424992131
"201",11.2614108789501
"202",12.7151572876527
"203",12.0907108946136
"204",11.6309840565017
"205",11.6734578342733
"206",9.28236089845636
"207",8.2518020715863
"208",10.8655415371112
"209",10.051843828225
"210",11.1980741806304
"211",10.9097251360432
"212",10.68928379468
"213",10.2862826304134
"214",8.51001479983291
"215",9.15606465953822
"216",11.1954018397508
"217",11.5390334662368
"218",9.02288826110579
"219",10.6336166911861
"220",11.2196373834446
"221",9.29584799241124
"222",11.1070891271276
"223",9.62982914462594
"224",7.96924634658683
"225",9.24494342237425
"226",9.47725928578821
"227",9.15327619235585
"228",7.59908241328458
"229",7.82715191934286
"230",8.76571453469577
"231",8.96040029256791
"232",10.0834494179323
"233",8.30293695302254
"234",9.13660009073974
"235",10.6565273434212
"236",9.22855329760687
"237",10.7511908072738
"238",10.1353486095774
"239",11.1559373279132
"240",10.0867426690723
"241",9.34004234597397
"242",10.9189551680768
"243",10.0878941640292
"244",10.5009273639223
"245",11.6988676254683
"246",9.80860183030997
"247",11.1400810986751
"248",10.614598824444
"249",10.8853885034066
"250",9.30732300538611
"251",10.6704253591228
"252",8.93825677140759
"253",9.75632715874053
"254",9.18211391257762
"255",11.7531765453425
"256",10.7938355003934
"257",11.4636595236555
"258",11.9450525963161
"259",11.5414278872567
"260",10.7394612984177
"261",13.2005185868789
"262",11.7501680745166
"263",9.9529449370055
"264",8.33872213344664
"265",7.66789621590028
"266",8.75693395031954
"267",8.09754905844631
"268",9.63403125011335
"269",8.28402702638813
"270",8.92837006916118
"271",10.2970681253917
"272",10.1211533652071
"273",9.42521609510098
"274",9.27739570629296
"275",9.04873556125392
"276",10.5859040801068
"277",11.0968093865932
"278",12.2047431876845
"279",11.6135804112727
"280",11.7582871589296
"281",10.6609446954857
"282",10.0082159251107
"283",10.8164480753948
"284",10.5965820207308
"285",9.07604907787943
"286",8.6000467092472
"287",9.48947179516901
"288",8.46222830028514
"289",9.08634424770632
"290",9.22987475671136
"291",8.39061186294081
"292",8.71604945031346
"293",8.42758414549565
"294",10.4742675770687
"295",10.2191161371973
"296",10.6041070473036
"297",11.0943765885958
"298",10.5799373268923
"299",9.42325487044954
"300",9.74232757887251
"301",10.2213166622859
"302",10.0590949443452
"303",10.6901248753648
"304",9.70483122725071
"305",10.4376822232576
"306",9.97722540277985
"307",9.2697084205477
"308",7.82074854713503
"309",7.98486123164706
"310",6.568252956285
"311",8.87833429276417
"312",7.71069622438187
"313",8.83577830213742
"314",9.24233400615809
"315",9.54830759461482
"316",8.03633508036607
"317",9.47315532730368
"318",7.9773079736128
"319",7.76723701345129
"320",8.64155244591417
"321",10.385873073407
"322",9.57216557474649
"323",7.89301544283506
"324",8.01354139429785
"325",6.81503196774021
"326",9.09989573953192
"327",7.51052126796913
"328",9.51047084028283
"329",9.24534704191939
"330",9.7848549307798
"331",10.8923917678448
"332",11.5707208087731
"333",9.77551897080889
"334",10.4224496858197
"335",11.3006303385355
"336",11.2457754506915
"337",9.38585957943473
"338",8.82452962338773
"339",8.53158173504108
"340",8.2542636396795
"341",8.56985045387818
"342",7.73693931876051
"343",7.23007101651874
"344",8.50770745293335
"345",7.78546616457624
"346",8.97596915289814
"347",8.49315964401878
"348",9.07647578843234
"349",8.70416897853632
"350",10.1208290116153
"351",10.4972228115111
"352",9.60052482925844
"353",11.2227015631648
"354",10.1840263262568
"355",9.80571943932778
"356",10.6736881040169
"357",10.4525066085808
"358",11.0196193492833
"359",9.66432762000619
"360",8.09430459564933
"361",9.01370385761496
"362",8.68041454310043
"363",10.3203899691673
"364",9.81911973667023
"365",10.524783990586
"366",9.77423813484682
"367",8.61697084237048
"368",9.26824345423658
"369",10.2594772614306
"370",9.05085133763521
"371",10.1381715211195
"372",10.1906791667364
"373",11.5150046413202
"374",13.235481295938
"375",11.7362670312435
"376",10.8406735380801
"377",11.0057167860173
"378",11.2160790058199
"379",10.3603313583393
"380",11.3946282134754
"381",9.22221652142963
"382",10.0870311944171
"383",10.7266974495576
"384",10.8766615967448
"385",10.6630933361584
"386",9.44972353455789
"387",9.14968094054258
"388",8.10123981398651
"389",9.50614844554683
"390",8.79626126533328
"391",11.0196508785031
"392",11.9056765105998
"393",10.9574083131832
"394",11.389554581882
"395",9.9017782628228
"396",11.4735090050984
"397",11.1659744791419
"398",11.0856062354733
"399",9.1946574534604
"400",10.6766756178594
"401",11.486571738542
"402",11.7670523233165
"403",12.3858078926118
"404",13.6547416722792
"405",14.1236719693125
"406",14.6894655341168
"407",14.1243868689705
"408",11.9369688338594
"409",13.6176167016138
"410",11.8183972582905
"411",13.1190687480438
"412",11.5073867854223
"413",11.0483356196506
"414",10.776568860668
"415",12.7153036831725
"416",11.6667452003708
"417",12.448236281349
"418",10.448009249193
"419",10.7850093383086
"420",10.6933590166475
"421",11.0507442712066
"422",11.0667571978719
"423",11.4420571164394
"424",11.117609623653
"425",12.8217968152472
"426",12.8272012668083
"427",11.0885808276587
"428",10.7095947388894
"429",10.5295056550554
"430",10.3884817835746
"431",9.4067055392146
"432",8.73140692967303
"433",9.60910541221166
"434",10.4274021597139
"435",12.3673422238552
"436",12.8580285860929
"437",12.4849165435639
"438",11.0603518307979
"439",11.2049338631796
"440",9.71395432533263
"441",10.0462848242272
"442",11.4159840895128
"443",11.4895591297387
"444",11.7545224439221
"445",12.7224013582956
"446",11.8373490922501
"447",11.57347488369
"448",12.9807791057081
"449",11.5966615252828
"450",11.1712864157016
"451",8.93162321817424
"452",10.104513681518
"453",9.06307006149725
"454",9.31662020014744
"455",11.3783047369425
"456",10.7668998721148
"457",9.84150346988119
"458",8.77154729439972
"459",8.94699158836569
"460",12.2494069680766
"461",11.056082927282
"462",10.2245184019642
"463",11.4886370581938
"464",11.371975829643
"465",9.93214446567019
"466",9.72264855698741
"467",8.77023157595995
"468",10.3220050611274
"469",9.90106024010615
"470",8.26326989386711
"471",9.97511501180671
"472",10.4904602723828
"473",11.9676417014732
"474",12.5350696601695
"475",11.7843119716287
"476",11.6151517043828
"477",9.77190049010784
"478",10.1346023922586
"479",8.88564240058723
"480",9.04023060754258
"481",9.77681948753159
"482",9.00338631307185
"483",9.37991838968752
"484",9.75284167315944
"485",11.534539091075
"486",10.8629506404108
"487",10.1064300191408
"488",9.06717600932551
"489",9.82684354449662
"490",8.70187201713106
"491",7.3351244670148
"492",7.49156423993109
"493",7.5853693477629
"494",7.63303755457683
"495",11.4773596555695
"496",9.2266891239363
"497",8.56099035327637
"498",9.70965086894412
"499",8.73067647282786
"500",9.61590907871247
